Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090R","Prevalencia de la inseguridad alimentaria moderada o grave en la población rural adulta (porcentaje) (valor anual)","2022","2022","%","6.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20142016","2014-2016","%","9.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20152017","2015-2017","%","8.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20162018","2016-2018","%","8.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20172019","2017-2019","%","7.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20182020","2018-2020","%","7.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20192021","2019-2021","%","7.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (promedio de 3 años)","20202022","2020-2022","%","7.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2014","2014","%","9.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2015","2015","%","9.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2016","2016","%","8.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2017","2017","%","8.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2018","2018","%","7.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2019","2019","%","7.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2020","2020","%","7.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2021","2021","%","7.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090","Prevalencia de la inseguridad alimentaria moderada o grave en la población total (%) (valor anual)","2022","2022","%","8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090U","Prevalencia de la inseguridad alimentaria moderada o grave en la población urbana adulta (porcentaje) (valor anual)","2022","2022","%","7.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20142016","2014-2016","%","8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20152017","2015-2017","%","7.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20162018","2016-2018","%","7.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20172019","2017-2019","%","7.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20182020","2018-2020","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20192021","2019-2021","%","6.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (promedio de 3 años)","20202022","2020-2022","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2014","2014","%","7.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2015","2015","%","8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2016","2016","%","8.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2017","2017","%","7.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2018","2018","%","7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2019","2019","%","6.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2020","2020","%","7.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2021","2021","%","6.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090M","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta masculina (%) (valor anual)","2022","2022","%","6.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20142016","2014-2016","%","10.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20152017","2015-2017","%","9.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20162018","2016-2018","%","8.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20172019","2017-2019","%","8.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20182020","2018-2020","%","7.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20192021","2019-2021","%","8.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210091F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (promedio de 3 años)","20202022","2020-2022","%","8.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2014","2014","%","10.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2015","2015","%","10.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2016","2016","%","9.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2017","2017","%","9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2018","2018","%","8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2019","2019","%","7.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2020","2020","%","8.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2021","2021","%","8.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6121","Valor","210090F","Prevalencia de la inseguridad alimentaria moderada o grave en la población adulta femenina (%) (valor anual)","2022","2022","%","9.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","100.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","97.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","91.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","85.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","83.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","84.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","87.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","102.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","102.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","96.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","93.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","84.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","79.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","87","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","86.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","90","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","40.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","40.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","39.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","37.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","36.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","36.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","36.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","40.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","41","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","41.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","39.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","36.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","34.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","37.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","35.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","36.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","55.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","52.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","48.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","45.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","43.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","45","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","48.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","57.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","57.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","51.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","49.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","44.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","41.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","45.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","48","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","513","América Septentrional y Europa","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","51.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400TSUB","Prevalencia de la inseguridad alimentaria grave en la población periurbana adulta (porcentaje) (valor anual)","2022","2022","%","12.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2014","2014","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2015","2015","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2016","2016","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2017","2017","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2018","2018","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2019","2019","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2020","2020","%","","O","Valor ausente",""
"FS","Datos de Seguridad Alimentaria","419","América Latina y el Caribe","6121","Valor","210400R","Prevalencia de la inseguridad alimentaria grave en la población rural adulta (porcentaje) (valor anual)","2021","2021","%","","O","Valor ausente",""
